{'outOfRailTime': 1.0992352055639365, 'outOfRailVelocity': 22.32840826028348, 'apogeeTime': 14.088977643445952, 'apogeeAltitude': 821.292904012819, 'apogeeX': 118.27151073246459, 'apogeeY': 111.16309591960488, 'impactTime': 60.694795448118434, 'impactX': 341.6708219361888, 'impactY': 45.091876632461506, 'impactVelocity': -18.784260807327726, 'initialStaticMargin': 1.6177622956044735, 'outOfRailStaticMargin': 1.793513824216867, 'finalStaticMargin': 2.634930552842011, 'numberOfEvents': 1, 'maxVelocity': 123.08233304554474, 'drogueTriggerTime': 13.03809523809524, 'drogueInflatedTime': 14.382248116505686, 'drogueInflatedVelocity': 11.991430980850943}
{'outOfRailTime': 1.290185103244347, 'outOfRailVelocity': 19.95066595857561, 'apogeeTime': 14.504005461829816, 'apogeeAltitude': 824.9729954259351, 'apogeeX': 77.77279324911024, 'apogeeY': 86.18462544354634, 'impactTime': 56.24728562206679, 'impactX': 261.79246122975763, 'impactY': 28.493785081787845, 'impactVelocity': -20.63631672639609, 'initialStaticMargin': 1.8477087122239924, 'outOfRailStaticMargin': 2.0238480712090583, 'finalStaticMargin': 2.9327070692668196, 'numberOfEvents': 1, 'maxVelocity': 119.53745381290528, 'drogueTriggerTime': 13.590476190476192, 'drogueInflatedTime': 15.820704548332776, 'drogueInflatedVelocity': 14.95230591734684}
{'outOfRailTime': 1.070469808243854, 'outOfRailVelocity': 22.742080147896164, 'apogeeTime': 14.030778925233998, 'apogeeAltitude': 818.2865965506312, 'apogeeX': 114.22475530704773, 'apogeeY': 101.45698185930175, 'impactTime': 57.63237451018705, 'impactX': 323.30172151674833, 'impactY': 42.315514818243216, 'impactVelocity': -19.52064219634131, 'initialStaticMargin': 1.8044939974010838, 'outOfRailStaticMargin': 1.987753665330729, 'finalStaticMargin': 2.848298163761854, 'numberOfEvents': 1, 'maxVelocity': 122.92336763870514, 'drogueTriggerTime': 13.190476190476192, 'drogueInflatedTime': 15.282249147684194, 'drogueInflatedVelocity': 16.089297269856424}
{'outOfRailTime': 0.7943189503995749, 'outOfRailVelocity': 28.41690229233463, 'apogeeTime': 14.055792920252761, 'apogeeAltitude': 885.0050396179499, 'apogeeX': 132.78374226840688, 'apogeeY': 110.38088219213508, 'impactTime': 66.23870741434001, 'impactX': 382.9124715047897, 'impactY': 17.452048626129137, 'impactVelocity': -17.459602872608002, 'initialStaticMargin': 2.468389545785993, 'outOfRailStaticMargin': 2.6693394519384874, 'finalStaticMargin': 3.476941892073036, 'numberOfEvents': 1, 'maxVelocity': 132.5721118558298, 'drogueTriggerTime': 13.01904761904762, 'drogueInflatedTime': 15.015683676638746, 'drogueInflatedVelocity': 15.058409030755271}
{'outOfRailTime': 1.7047747277602665, 'outOfRailVelocity': 16.385818002253536, 'apogeeTime': 14.654723497606092, 'apogeeAltitude': 745.0417579628772, 'apogeeX': 107.92189534502751, 'apogeeY': 122.94225242864074, 'impactTime': 54.47813585677605, 'impactX': 298.33394744542505, 'impactY': 94.75732317712225, 'impactVelocity': -20.051151705198187, 'initialStaticMargin': 1.4337246788384637, 'outOfRailStaticMargin': 1.591988243629117, 'finalStaticMargin': 2.455411426528226, 'numberOfEvents': 1, 'maxVelocity': 108.23799388290547, 'drogueTriggerTime': 13.685714285714287, 'drogueInflatedTime': 15.426631276650177, 'drogueInflatedVelocity': 14.3237058709304}
{'outOfRailTime': 1.2745047989311664, 'outOfRailVelocity': 20.217617017402773, 'apogeeTime': 14.575608650032157, 'apogeeAltitude': 839.8486033887543, 'apogeeX': 107.12105746711056, 'apogeeY': 126.43147281027458, 'impactTime': 64.1439658027733, 'impactX': 331.75551655974493, 'impactY': 51.401593720248975, 'impactVelocity': -17.33250781642038, 'initialStaticMargin': 1.8337837774383017, 'outOfRailStaticMargin': 1.9972214925501728, 'finalStaticMargin': 2.8472024322662737, 'numberOfEvents': 1, 'maxVelocity': 122.04734927237543, 'drogueTriggerTime': 13.62857142857143, 'drogueInflatedTime': 15.897666557491407, 'drogueInflatedVelocity': 17.01842205388904}
{'outOfRailTime': 0.8563284790943777, 'outOfRailVelocity': 27.039375114604024, 'apogeeTime': 14.380999143588745, 'apogeeAltitude': 920.4813906183656, 'apogeeX': 118.7359263166692, 'apogeeY': 101.3662423591008, 'impactTime': 62.97713471398944, 'impactX': 354.3650777572523, 'impactY': 20.596938730761234, 'impactVelocity': -19.601483886463562, 'initialStaticMargin': 2.2045689820733196, 'outOfRailStaticMargin': 2.3813051348814653, 'finalStaticMargin': 3.1435488601434547, 'numberOfEvents': 1, 'maxVelocity': 134.83795863909563, 'drogueTriggerTime': 13.561904761904763, 'drogueInflatedTime': 15.522856654828749, 'drogueInflatedVelocity': 15.126295584772505}
{'outOfRailTime': 1.190397190801027, 'outOfRailVelocity': 21.207611610207582, 'apogeeTime': 14.580151074904213, 'apogeeAltitude': 858.0386631838956, 'apogeeX': 116.54339051696513, 'apogeeY': 111.78619192344263, 'impactTime': 69.34439111803552, 'impactX': 365.62358183850097, 'impactY': 8.69200397113329, 'impactVelocity': -16.20801050033082, 'initialStaticMargin': 2.1711149532463203, 'outOfRailStaticMargin': 2.3279048510898046, 'finalStaticMargin': 3.113899411250774, 'numberOfEvents': 1, 'maxVelocity': 123.8843834502586, 'drogueTriggerTime': 13.685714285714287, 'drogueInflatedTime': 15.119198889774713, 'drogueInflatedVelocity': 12.497430182352026}
{'outOfRailTime': 1.0292039988267783, 'outOfRailVelocity': 23.563011935969506, 'apogeeTime': 14.360731230783609, 'apogeeAltitude': 876.4260777348827, 'apogeeX': 60.024918921824806, 'apogeeY': 68.36334199950164, 'impactTime': 61.58366027154495, 'impactX': 257.78605642945774, 'impactY': -23.46888928964137, 'impactVelocity': -19.090884370437013, 'initialStaticMargin': 1.5609357197302263, 'outOfRailStaticMargin': 1.7418417580234113, 'finalStaticMargin': 2.6069574421994135, 'numberOfEvents': 1, 'maxVelocity': 128.5195809427225, 'drogueTriggerTime': 13.352380952380953, 'drogueInflatedTime': 15.633638170698486, 'drogueInflatedVelocity': 13.668685938795962}
{'outOfRailTime': 0.9066190664891313, 'outOfRailVelocity': 25.71872588802615, 'apogeeTime': 14.049917481462087, 'apogeeAltitude': 860.0388765404828, 'apogeeX': 110.77359473292768, 'apogeeY': 102.14005066840838, 'impactTime': 58.1713671789359, 'impactX': 324.1681878061533, 'impactY': 42.64078328849323, 'impactVelocity': -20.458599387623806, 'initialStaticMargin': 1.8032918973454757, 'outOfRailStaticMargin': 1.9995327450845601, 'finalStaticMargin': 2.8566587033593596, 'numberOfEvents': 1, 'maxVelocity': 128.87140846567607, 'drogueTriggerTime': 13.057142857142859, 'drogueInflatedTime': 15.094559954000207, 'drogueInflatedVelocity': 14.462247232363774}
{'outOfRailTime': 1.2882116468704174, 'outOfRailVelocity': 20.119625708959127, 'apogeeTime': 15.011133621318667, 'apogeeAltitude': 886.4762064135666, 'apogeeX': 137.43635975924258, 'apogeeY': 134.28251621360894, 'impactTime': 67.88162653261296, 'impactX': 391.06635392429445, 'impactY': 48.72832108745879, 'impactVelocity': -17.228803423263294, 'initialStaticMargin': 2.4698535773362464, 'outOfRailStaticMargin': 2.646991957016367, 'finalStaticMargin': 3.5882064564727347, 'numberOfEvents': 1, 'maxVelocity': 124.26998759798757, 'drogueTriggerTime': 14.104761904761906, 'drogueInflatedTime': 16.048865295647047, 'drogueInflatedVelocity': 16.557623815100524}
{'outOfRailTime': 1.1016716761399166, 'outOfRailVelocity': 22.348743552606752, 'apogeeTime': 14.414955848855124, 'apogeeAltitude': 855.4068402658513, 'apogeeX': 130.0380976454586, 'apogeeY': 123.26411826766657, 'impactTime': 62.4683608753035, 'impactX': 363.21219173858896, 'impactY': 54.51256274935723, 'impactVelocity': -18.424177594622755, 'initialStaticMargin': 1.8764758878584165, 'outOfRailStaticMargin': 2.0624345217995117, 'finalStaticMargin': 2.9659848139219593, 'numberOfEvents': 1, 'maxVelocity': 124.81117177532299, 'drogueTriggerTime': 13.514285714285716, 'drogueInflatedTime': 15.529032300266966, 'drogueInflatedVelocity': 16.38640719191165}
{'outOfRailTime': 1.1583958877280676, 'outOfRailVelocity': 21.645728222238553, 'apogeeTime': 14.623681829710506, 'apogeeAltitude': 870.3441529680097, 'apogeeX': 127.26239665400767, 'apogeeY': 125.22879253389833, 'impactTime': 68.86649581220823, 'impactX': 378.8089797405396, 'impactY': 29.286322584702955, 'impactVelocity': -16.38287736692783, 'initialStaticMargin': 2.3086791898767913, 'outOfRailStaticMargin': 2.476430716604823, 'finalStaticMargin': 3.31418222788919, 'numberOfEvents': 1, 'maxVelocity': 125.34873715116437, 'drogueTriggerTime': 13.8, 'drogueInflatedTime': 15.726754365393434, 'drogueInflatedVelocity': 16.23437545829879}
{'outOfRailTime': 1.110712480118045, 'outOfRailVelocity': 22.24068132769, 'apogeeTime': 14.399425349248787, 'apogeeAltitude': 854.0043306870418, 'apogeeX': 103.03690685045532, 'apogeeY': 102.92946888197746, 'impactTime': 61.7054988707249, 'impactX': 319.8777462112192, 'impactY': 27.784945322941063, 'impactVelocity': -18.500867251588353, 'initialStaticMargin': 2.018941388980628, 'outOfRailStaticMargin': 2.198000957699131, 'finalStaticMargin': 3.0680551743843556, 'numberOfEvents': 1, 'maxVelocity': 124.62028461948465, 'drogueTriggerTime': 13.495238095238097, 'drogueInflatedTime': 15.824551306204386, 'drogueInflatedVelocity': 16.840225429586962}
{'outOfRailTime': 0.9241036598007966, 'outOfRailVelocity': 25.572860984861506, 'apogeeTime': 14.500714610602326, 'apogeeAltitude': 920.9493678872504, 'apogeeX': 118.91611432685208, 'apogeeY': 104.6472724194678, 'impactTime': 67.0206515159152, 'impactX': 366.0902062327494, 'impactY': 6.957601998369084, 'impactVelocity': -17.87354229797037, 'initialStaticMargin': 1.7019187861709144, 'outOfRailStaticMargin': 1.8901881347730602, 'finalStaticMargin': 2.7582175941743863, 'numberOfEvents': 1, 'maxVelocity': 134.15632043679435, 'drogueTriggerTime': 13.542857142857144, 'drogueInflatedTime': 15.822602342232827, 'drogueInflatedVelocity': 16.3978095242008}
{'outOfRailTime': 0.803599354001847, 'outOfRailVelocity': 28.24724966077576, 'apogeeTime': 14.376916153235438, 'apogeeAltitude': 895.7721330825641, 'apogeeX': 130.2835795439241, 'apogeeY': 92.83410327125144, 'impactTime': 66.86990936631071, 'impactX': 383.6364946531169, 'impactY': -8.924876426058356, 'impactVelocity': -18.07699009071885, 'initialStaticMargin': 2.0386995265822794, 'outOfRailStaticMargin': 2.247994038910853, 'finalStaticMargin': 3.115237240276424, 'numberOfEvents': 1, 'maxVelocity': 134.10678247776136, 'drogueTriggerTime': 13.161904761904763, 'drogueInflatedTime': 13.958126843224324, 'drogueInflatedVelocity': 11.112255498607524}
{'outOfRailTime': 1.0418799281210445, 'outOfRailVelocity': 22.85326259295265, 'apogeeTime': 13.292697882152206, 'apogeeAltitude': 727.6162861906259, 'apogeeX': 113.19718957105948, 'apogeeY': 92.2231541444339, 'impactTime': 56.60018727635321, 'impactX': 311.58511981942, 'impactY': 27.617679815900313, 'impactVelocity': -17.268748255188125, 'initialStaticMargin': 1.5345658028071412, 'outOfRailStaticMargin': 1.7214816625031757, 'finalStaticMargin': 2.528587069073199, 'numberOfEvents': 1, 'maxVelocity': 115.00033007693143, 'drogueTriggerTime': 12.304761904761905, 'drogueInflatedTime': 14.660370733462008, 'drogueInflatedVelocity': 16.960882324590813}
{'outOfRailTime': 0.5991017188960575, 'outOfRailVelocity': 35.02450788389299, 'apogeeTime': 13.39111257145571, 'apogeeAltitude': 847.2009736366715, 'apogeeX': 141.6225859914618, 'apogeeY': 110.12513205921225, 'impactTime': 61.040656080056465, 'impactX': 378.2098592396323, 'impactY': 35.63158534652396, 'impactVelocity': -18.33366378967337, 'initialStaticMargin': 1.5942717747667141, 'outOfRailStaticMargin': 1.8384278928229492, 'finalStaticMargin': 2.6224881068043944, 'numberOfEvents': 1, 'maxVelocity': 134.19900950277187, 'drogueTriggerTime': 12.342857142857143, 'drogueInflatedTime': 14.618901724934299, 'drogueInflatedVelocity': 17.08943086895046}
{'outOfRailTime': 0.7910995995865617, 'outOfRailVelocity': 28.50432880793067, 'apogeeTime': 13.903839865050859, 'apogeeAltitude': 872.8984013786735, 'apogeeX': 82.41916975164276, 'apogeeY': 65.65564551621011, 'impactTime': 64.34408556066637, 'impactX': 303.2495964328307, 'impactY': -39.18257879706422, 'impactVelocity': -17.875122478067833, 'initialStaticMargin': 1.575365872511826, 'outOfRailStaticMargin': 1.7801342144124706, 'finalStaticMargin': 2.6075536397821564, 'numberOfEvents': 1, 'maxVelocity': 132.45456231185895, 'drogueTriggerTime': 13.02857142857143, 'drogueInflatedTime': 14.738573849035095, 'drogueInflatedVelocity': 10.94162879306328}
{'outOfRailTime': 1.0939093729362523, 'outOfRailVelocity': 22.597973020311546, 'apogeeTime': 14.597822075516216, 'apogeeAltitude': 885.8082006196446, 'apogeeX': 112.08733234386274, 'apogeeY': 121.91084302061839, 'impactTime': 64.01469011413073, 'impactX': 344.3124717387302, 'impactY': 47.15712890975809, 'impactVelocity': -18.61679078281966, 'initialStaticMargin': 2.0977354543305218, 'outOfRailStaticMargin': 2.253354857718699, 'finalStaticMargin': 3.0153798176840767, 'numberOfEvents': 1, 'maxVelocity': 128.06859545712388, 'drogueTriggerTime': 13.62857142857143, 'drogueInflatedTime': 15.520333585150382, 'drogueInflatedVelocity': 14.365444081163306}
{'outOfRailTime': 0.71962543463912, 'outOfRailVelocity': 30.753840355596314, 'apogeeTime': 14.222141438580083, 'apogeeAltitude': 927.8949567369252, 'apogeeX': 133.51431611225678, 'apogeeY': 105.81847796328212, 'impactTime': 67.7322384875887, 'impactX': 396.0137945234163, 'impactY': 7.623484615826, 'impactVelocity': -18.300623609341844, 'initialStaticMargin': 2.292537230509708, 'outOfRailStaticMargin': 2.489807027101105, 'finalStaticMargin': 3.247594676059847, 'numberOfEvents': 1, 'maxVelocity': 137.7650191645697, 'drogueTriggerTime': 13.171428571428573, 'drogueInflatedTime': 14.331958878025825, 'drogueInflatedVelocity': 11.702632425524172}
{'outOfRailTime': 1.0351128671802632, 'outOfRailVelocity': 23.261390213152914, 'apogeeTime': 13.97493655759127, 'apogeeAltitude': 817.8054849286414, 'apogeeX': 124.75107525997957, 'apogeeY': 111.2925610238301, 'impactTime': 63.44795894238575, 'impactX': 357.53903453621746, 'impactY': 30.43038235342521, 'impactVelocity': -17.28691915835391, 'initialStaticMargin': 1.7933125809406403, 'outOfRailStaticMargin': 1.9688102629289803, 'finalStaticMargin': 2.7704522191150476, 'numberOfEvents': 1, 'maxVelocity': 123.1174764557678, 'drogueTriggerTime': 13.114285714285716, 'drogueInflatedTime': 14.530125879374957, 'drogueInflatedVelocity': 13.149790168440122}
{'outOfRailTime': 0.9425154895843416, 'outOfRailVelocity': 24.92679515063818, 'apogeeTime': 14.000289734510485, 'apogeeAltitude': 840.0158435026028, 'apogeeX': 92.85660151332112, 'apogeeY': 83.77533282524134, 'impactTime': 62.07896535817586, 'impactX': 306.1269856065692, 'impactY': -3.923335515677973, 'impactVelocity': -17.839067443323234, 'initialStaticMargin': 2.219276421096729, 'outOfRailStaticMargin': 2.4037190355434843, 'finalStaticMargin': 3.204527918859041, 'numberOfEvents': 1, 'maxVelocity': 125.60496633877644, 'drogueTriggerTime': 13.057142857142859, 'drogueInflatedTime': 15.396168953393044, 'drogueInflatedVelocity': 15.908193129747684}
{'outOfRailTime': 0.9931586306207517, 'outOfRailVelocity': 23.952523048160817, 'apogeeTime': 14.045597152807158, 'apogeeAltitude': 833.7988921127621, 'apogeeX': 104.64220170689902, 'apogeeY': 97.824247780364, 'impactTime': 65.06351641086302, 'impactX': 332.9629895027543, 'impactY': 4.324917951360887, 'impactVelocity': -16.738165185078405, 'initialStaticMargin': 1.7460693943958325, 'outOfRailStaticMargin': 1.9605841850932173, 'finalStaticMargin': 2.9434532880580235, 'numberOfEvents': 1, 'maxVelocity': 124.7621327008549, 'drogueTriggerTime': 13.057142857142859, 'drogueInflatedTime': 15.128461838771813, 'drogueInflatedVelocity': 14.484155884784146}
{'outOfRailTime': 1.3308287612417464, 'outOfRailVelocity': 19.59593187642491, 'apogeeTime': 14.645946588239982, 'apogeeAltitude': 833.7228448894239, 'apogeeX': 151.98508415235622, 'apogeeY': 129.76628198151232, 'impactTime': 59.68637420793782, 'impactX': 385.2738329783081, 'impactY': 77.98287645359898, 'impactVelocity': -19.25145682407704, 'initialStaticMargin': 1.7968116882218492, 'outOfRailStaticMargin': 1.9584300552643423, 'finalStaticMargin': 2.8115594305916742, 'numberOfEvents': 1, 'maxVelocity': 120.67168639330126, 'drogueTriggerTime': 13.571428571428573, 'drogueInflatedTime': 15.897054873297035, 'drogueInflatedVelocity': 18.409567135225142}
{'outOfRailTime': 1.2774853068713028, 'outOfRailVelocity': 20.26541719773199, 'apogeeTime': 14.758390047775189, 'apogeeAltitude': 866.3769896403469, 'apogeeX': 96.23001087239672, 'apogeeY': 104.43241990245171, 'impactTime': 62.30584915184359, 'impactX': 311.6053846976766, 'impactY': 28.81606489970136, 'impactVelocity': -18.703672699542228, 'initialStaticMargin': 1.8614120008750865, 'outOfRailStaticMargin': 2.009810896845118, 'finalStaticMargin': 2.789307693934012, 'numberOfEvents': 1, 'maxVelocity': 124.11176631304951, 'drogueTriggerTime': 13.81904761904762, 'drogueInflatedTime': 16.136514875677094, 'drogueInflatedVelocity': 16.26362156016685}
{'outOfRailTime': 1.062546291986703, 'outOfRailVelocity': 22.998187180953806, 'apogeeTime': 14.292782394468151, 'apogeeAltitude': 854.4946129090683, 'apogeeX': 150.48946108387656, 'apogeeY': 141.2245630496372, 'impactTime': 64.88412424994075, 'impactX': 399.94488813190685, 'impactY': 67.07448604225746, 'impactVelocity': -17.45818336372641, 'initialStaticMargin': 1.7715917056203334, 'outOfRailStaticMargin': 1.9458676550420435, 'finalStaticMargin': 2.7860204338533725, 'numberOfEvents': 1, 'maxVelocity': 126.9618669458775, 'drogueTriggerTime': 13.371428571428572, 'drogueInflatedTime': 15.285583063750327, 'drogueInflatedVelocity': 17.202551893206085}
{'outOfRailTime': 0.9539686817439263, 'outOfRailVelocity': 24.788615391040867, 'apogeeTime': 14.190776800769498, 'apogeeAltitude': 868.5003124970935, 'apogeeX': 81.43021601694832, 'apogeeY': 77.12319235897492, 'impactTime': 63.90745150921926, 'impactX': 301.3126034228996, 'impactY': -15.454856573818152, 'impactVelocity': -18.573570635092008, 'initialStaticMargin': 2.076885137119531, 'outOfRailStaticMargin': 2.281290064984726, 'finalStaticMargin': 3.209989201140358, 'numberOfEvents': 1, 'maxVelocity': 128.4416743952297, 'drogueTriggerTime': 13.21904761904762, 'drogueInflatedTime': 14.26209101880281, 'drogueInflatedVelocity': 7.976402544885613}
{'outOfRailTime': 0.8472315243860927, 'outOfRailVelocity': 26.803873402217526, 'apogeeTime': 13.737297084371171, 'apogeeAltitude': 821.2971157496113, 'apogeeX': 115.19269332069169, 'apogeeY': 95.41430990076312, 'impactTime': 60.145003510807705, 'impactX': 331.04366822347356, 'impactY': 21.02777049830226, 'impactVelocity': -17.814327444086306, 'initialStaticMargin': 2.542088619822209, 'outOfRailStaticMargin': 2.761909289855191, 'finalStaticMargin': 3.641055034755046, 'numberOfEvents': 1, 'maxVelocity': 124.6881925742704, 'drogueTriggerTime': 12.61904761904762, 'drogueInflatedTime': 15.731288642133283, 'drogueInflatedVelocity': 21.452825971842454}
{'outOfRailTime': 1.46783496541993, 'outOfRailVelocity': 18.20644928756012, 'apogeeTime': 14.672658029822971, 'apogeeAltitude': 797.4852695540503, 'apogeeX': 124.89516925215295, 'apogeeY': 129.81544807803206, 'impactTime': 56.775439382838414, 'impactX': 335.20035425927614, 'impactY': 94.84044958447828, 'impactVelocity': -20.16037433727067, 'initialStaticMargin': 2.0759379643548854, 'outOfRailStaticMargin': 2.237392666650148, 'finalStaticMargin': 3.086707445909366, 'numberOfEvents': 1, 'maxVelocity': 114.43035127489719, 'drogueTriggerTime': 13.723809523809525, 'drogueInflatedTime': 15.505193624666914, 'drogueInflatedVelocity': 15.351379509373494}
