{'outOfRailTime': 1.0582556068914462, 'outOfRailVelocity': 23.132731508911892, 'apogeeTime': 14.469191917593998, 'apogeeAltitude': 880.7403514845951, 'apogeeX': 108.77301761595, 'apogeeY': 112.86044297035856, 'impactTime': 62.983915029741176, 'impactX': 407.3657159596468, 'impactY': -9.451342939821545, 'impactVelocity': -18.628736457383233, 'initialStaticMargin': 1.5963706232424455, 'outOfRailStaticMargin': 1.7689178494807716, 'finalStaticMargin': 2.6090468351558616, 'numberOfEvents': 1, 'maxVelocity': 128.725655726759, 'drogueTriggerTime': 13.580952380952382, 'drogueInflatedTime': 15.854650552195878, 'drogueInflatedVelocity': 16.91943715924136}
{'outOfRailTime': 1.1555440410164584, 'outOfRailVelocity': 21.44228807319739, 'apogeeTime': 14.172025899404037, 'apogeeAltitude': 810.62169294865, 'apogeeX': 92.37425037814343, 'apogeeY': 114.43366504561922, 'impactTime': 63.042897438861466, 'impactX': 381.96964981679554, 'impactY': -8.214292395811789, 'impactVelocity': -17.598366864347394, 'initialStaticMargin': 1.8677088761064906, 'outOfRailStaticMargin': 2.0536433661738807, 'finalStaticMargin': 2.9508677848780995, 'numberOfEvents': 1, 'maxVelocity': 119.98306748429496, 'drogueTriggerTime': 13.114285714285716, 'drogueInflatedTime': 14.371506898127377, 'drogueInflatedVelocity': 10.863718250408482}
{'outOfRailTime': 0.8860323776963753, 'outOfRailVelocity': 26.219905432321063, 'apogeeTime': 14.105699826774686, 'apogeeAltitude': 875.564151612414, 'apogeeX': 113.4491007246162, 'apogeeY': 114.80717344923396, 'impactTime': 61.277872901944065, 'impactX': 405.3836024693787, 'impactY': 1.1056419636022243, 'impactVelocity': -18.67205684717561, 'initialStaticMargin': 1.7231083617429754, 'outOfRailStaticMargin': 1.912504341118767, 'finalStaticMargin': 2.7367878155091208, 'numberOfEvents': 1, 'maxVelocity': 130.99646262426327, 'drogueTriggerTime': 13.171428571428573, 'drogueInflatedTime': 16.25077183295728, 'drogueInflatedVelocity': 22.72373948284015}
{'outOfRailTime': 1.1320146489213734, 'outOfRailVelocity': 21.869876237362487, 'apogeeTime': 14.187279225481317, 'apogeeAltitude': 820.0685065340817, 'apogeeX': 98.27576200777905, 'apogeeY': 104.57045643310167, 'impactTime': 55.294508405139645, 'impactX': 351.91322582734233, 'impactY': 25.381883266859443, 'impactVelocity': -21.393373977241385, 'initialStaticMargin': 1.8695163816500022, 'outOfRailStaticMargin': 2.0445177206549925, 'finalStaticMargin': 2.8896555120099334, 'numberOfEvents': 1, 'maxVelocity': 121.87296106486473, 'drogueTriggerTime': 13.200000000000001, 'drogueInflatedTime': 14.966031316154721, 'drogueInflatedVelocity': 12.741363174018948}
{'outOfRailTime': 0.5004100220386318, 'outOfRailVelocity': 40.56047595924856, 'apogeeTime': 13.833761692733216, 'apogeeAltitude': 925.5089069772514, 'apogeeX': 170.83383370053102, 'apogeeY': 122.25879115150404, 'impactTime': 63.70863839426759, 'impactX': 510.5800132848994, 'impactY': -2.637822569046726, 'impactVelocity': -19.11681974690141, 'initialStaticMargin': 2.016194146811336, 'outOfRailStaticMargin': 2.2752844674985493, 'finalStaticMargin': 3.0089890338342467, 'numberOfEvents': 1, 'maxVelocity': 141.89410608690255, 'drogueTriggerTime': 12.990476190476192, 'drogueInflatedTime': 15.116843813765858, 'drogueInflatedVelocity': 18.73129507013255}
{'outOfRailTime': 0.9478103674201528, 'outOfRailVelocity': 24.993774593342916, 'apogeeTime': 14.36159991519986, 'apogeeAltitude': 889.9166735922643, 'apogeeX': 117.47993700449709, 'apogeeY': 108.20317406500133, 'impactTime': 63.95287690811169, 'impactX': 430.01282349684175, 'impactY': -18.712252266292005, 'impactVelocity': -19.010673097876776, 'initialStaticMargin': 1.9700203892433243, 'outOfRailStaticMargin': 2.1547405616479343, 'finalStaticMargin': 2.9936144970768073, 'numberOfEvents': 1, 'maxVelocity': 130.2956469646247, 'drogueTriggerTime': 13.295238095238096, 'drogueInflatedTime': 14.673244893469349, 'drogueInflatedVelocity': 11.54733393525845}
{'outOfRailTime': 1.0855622793991417, 'outOfRailVelocity': 22.835126722296405, 'apogeeTime': 14.694176511372993, 'apogeeAltitude': 903.2893179453961, 'apogeeX': 134.39192917136643, 'apogeeY': 123.28141328083201, 'impactTime': 71.20197881475076, 'impactX': 485.87590663929626, 'impactY': -38.73941932172881, 'impactVelocity': -16.15172999035786, 'initialStaticMargin': 1.7618280624659077, 'outOfRailStaticMargin': 1.911950298450357, 'finalStaticMargin': 2.6577212489095077, 'numberOfEvents': 1, 'maxVelocity': 130.52407739679796, 'drogueTriggerTime': 13.790476190476191, 'drogueInflatedTime': 16.109081462185557, 'drogueInflatedVelocity': 18.19074786121308}
{'outOfRailTime': 1.344132553560983, 'outOfRailVelocity': 19.506531124116396, 'apogeeTime': 14.593071311179234, 'apogeeAltitude': 824.820868566128, 'apogeeX': 162.27446627753986, 'apogeeY': 154.57439405801702, 'impactTime': 62.604306882713246, 'impactX': 476.64232559436476, 'impactY': 53.1821049793817, 'impactVelocity': -17.448400705555464, 'initialStaticMargin': 1.4590701657235976, 'outOfRailStaticMargin': 1.605729938514318, 'finalStaticMargin': 2.3847676826256468, 'numberOfEvents': 1, 'maxVelocity': 120.91510190837913, 'drogueTriggerTime': 13.61904761904762, 'drogueInflatedTime': 16.37353576278757, 'drogueInflatedVelocity': 22.971422079034877}
{'outOfRailTime': 1.292451844630456, 'outOfRailVelocity': 19.823760432664795, 'apogeeTime': 14.206972345698354, 'apogeeAltitude': 783.2902575183784, 'apogeeX': 97.40228819287724, 'apogeeY': 95.04148813257181, 'impactTime': 56.583894303539886, 'impactX': 352.7543424456807, 'impactY': 0.15014618756867737, 'impactVelocity': -19.468838171965974, 'initialStaticMargin': 1.794479858665396, 'outOfRailStaticMargin': 1.9626714248479717, 'finalStaticMargin': 2.7999680667717763, 'numberOfEvents': 1, 'maxVelocity': 115.78798672629759, 'drogueTriggerTime': 13.333333333333334, 'drogueInflatedTime': 15.160657287671114, 'drogueInflatedVelocity': 13.54104321107398}
{'outOfRailTime': 0.8507896802921189, 'outOfRailVelocity': 27.277476309921617, 'apogeeTime': 14.50862167820956, 'apogeeAltitude': 941.720453767824, 'apogeeX': 131.92606883275502, 'apogeeY': 117.08201344211606, 'impactTime': 67.29369674293515, 'impactX': 470.91554119762077, 'impactY': -24.915332526177295, 'impactVelocity': -18.630181030293922, 'initialStaticMargin': 2.032354248067381, 'outOfRailStaticMargin': 2.2137449036357837, 'finalStaticMargin': 3.016489755538322, 'numberOfEvents': 1, 'maxVelocity': 137.81712263194885, 'drogueTriggerTime': 13.533333333333335, 'drogueInflatedTime': 15.067816211740263, 'drogueInflatedVelocity': 13.057455065618608}
{'outOfRailTime': 1.2239795229530404, 'outOfRailVelocity': 20.837732533280484, 'apogeeTime': 14.646282454238435, 'apogeeAltitude': 861.6762101297052, 'apogeeX': 101.39817461815315, 'apogeeY': 112.32502681190743, 'impactTime': 64.45115680914347, 'impactX': 403.0481733063301, 'impactY': -16.504202404613483, 'impactVelocity': -18.04720650026628, 'initialStaticMargin': 1.730897259359065, 'outOfRailStaticMargin': 1.8877831160798628, 'finalStaticMargin': 2.692752844691816, 'numberOfEvents': 1, 'maxVelocity': 124.13920654296818, 'drogueTriggerTime': 13.761904761904763, 'drogueInflatedTime': 15.347417938230176, 'drogueInflatedVelocity': 12.534348612334863}
{'outOfRailTime': 1.0651321187231546, 'outOfRailVelocity': 23.05260779358746, 'apogeeTime': 14.396457876970388, 'apogeeAltitude': 872.577193314668, 'apogeeX': 95.58566576026467, 'apogeeY': 98.90323163959107, 'impactTime': 63.7157379613626, 'impactX': 394.67686216968445, 'impactY': -31.163683249038677, 'impactVelocity': -18.770799778999763, 'initialStaticMargin': 1.4068203125104652, 'outOfRailStaticMargin': 1.5629292168297853, 'finalStaticMargin': 2.3200898551056404, 'numberOfEvents': 1, 'maxVelocity': 128.42173138537154, 'drogueTriggerTime': 13.600000000000001, 'drogueInflatedTime': 14.635414375098803, 'drogueInflatedVelocity': 9.906664086232409}
{'outOfRailTime': 1.0200883566656858, 'outOfRailVelocity': 23.55069012649417, 'apogeeTime': 14.074939304306142, 'apogeeAltitude': 833.3746152010833, 'apogeeX': 92.06119289753597, 'apogeeY': 80.12172095795866, 'impactTime': 60.484780521891985, 'impactX': 370.33384035660333, 'impactY': -42.84766368434361, 'impactVelocity': -18.989683687862023, 'initialStaticMargin': 1.7275954686869375, 'outOfRailStaticMargin': 1.921923341144358, 'finalStaticMargin': 2.8214224781932566, 'numberOfEvents': 1, 'maxVelocity': 124.5882827605695, 'drogueTriggerTime': 13.123809523809525, 'drogueInflatedTime': 14.57266213238177, 'drogueInflatedVelocity': 10.078389723779512}
{'outOfRailTime': 0.9574551371857765, 'outOfRailVelocity': 24.56522763295015, 'apogeeTime': 13.898043786373718, 'apogeeAltitude': 822.3846050375957, 'apogeeX': 83.98386223773593, 'apogeeY': 91.95728559385086, 'impactTime': 63.01557569493622, 'impactX': 370.04499784611596, 'impactY': -42.527894590750215, 'impactVelocity': -17.337947931045623, 'initialStaticMargin': 2.2582755538944097, 'outOfRailStaticMargin': 2.456970993147312, 'finalStaticMargin': 3.3225378961707492, 'numberOfEvents': 1, 'maxVelocity': 123.79063186169665, 'drogueTriggerTime': 12.952380952380954, 'drogueInflatedTime': 14.760932481942955, 'drogueInflatedVelocity': 12.210220720738713}
{'outOfRailTime': 0.8276798103891904, 'outOfRailVelocity': 27.55112578607846, 'apogeeTime': 13.912481906161117, 'apogeeAltitude': 864.234658436282, 'apogeeX': 92.60397347323286, 'apogeeY': 82.48217255040427, 'impactTime': 58.721903624531755, 'impactX': 366.7853300466771, 'impactY': -27.767427268589124, 'impactVelocity': -20.80825248260099, 'initialStaticMargin': 1.4716750254182729, 'outOfRailStaticMargin': 1.6656437844267802, 'finalStaticMargin': 2.470878112442227, 'numberOfEvents': 1, 'maxVelocity': 131.31972069481014, 'drogueTriggerTime': 12.885714285714286, 'drogueInflatedTime': 14.152399447722512, 'drogueInflatedVelocity': 9.138064288191272}
{'outOfRailTime': 1.1884249184900284, 'outOfRailVelocity': 21.126911593919182, 'apogeeTime': 14.379386298200544, 'apogeeAltitude': 829.0907026200559, 'apogeeX': 101.45563732988722, 'apogeeY': 129.45882922541415, 'impactTime': 52.58005289661515, 'impactX': 342.6544487838051, 'impactY': 84.87292556017732, 'impactVelocity': -23.451889061096324, 'initialStaticMargin': 2.257208361546243, 'outOfRailStaticMargin': 2.428712461908149, 'finalStaticMargin': 3.270904850561145, 'numberOfEvents': 1, 'maxVelocity': 121.02543679030994, 'drogueTriggerTime': 13.571428571428573, 'drogueInflatedTime': 15.483110185906261, 'drogueInflatedVelocity': 15.693104637266947}
{'outOfRailTime': 1.1152737486065474, 'outOfRailVelocity': 22.251747834298193, 'apogeeTime': 14.437462152744118, 'apogeeAltitude': 864.1161287882951, 'apogeeX': 89.31027507916937, 'apogeeY': 102.65312949608392, 'impactTime': 66.98448098101463, 'impactX': 398.872100626327, 'impactY': -46.45054990029545, 'impactVelocity': -16.84886174738331, 'initialStaticMargin': 1.9708551476237466, 'outOfRailStaticMargin': 2.1380900090664596, 'finalStaticMargin': 2.964055958858256, 'numberOfEvents': 1, 'maxVelocity': 126.43288885442199, 'drogueTriggerTime': 13.62857142857143, 'drogueInflatedTime': 15.481208696197866, 'drogueInflatedVelocity': 13.724248570833076}
{'outOfRailTime': 0.9048203263078658, 'outOfRailVelocity': 25.816905379410585, 'apogeeTime': 14.354136586354231, 'apogeeAltitude': 893.2456806615451, 'apogeeX': 157.2050414245172, 'apogeeY': 137.81009656610595, 'impactTime': 67.8809758350413, 'impactX': 506.6379217424099, 'impactY': -1.9639993256486363, 'impactVelocity': -17.550593614614062, 'initialStaticMargin': 2.324510841410696, 'outOfRailStaticMargin': 2.5192001646875988, 'finalStaticMargin': 3.3773305447191295, 'numberOfEvents': 1, 'maxVelocity': 130.880606545235, 'drogueTriggerTime': 13.371428571428572, 'drogueInflatedTime': 14.602518710482164, 'drogueInflatedVelocity': 14.790168116811264}
{'outOfRailTime': 1.5436229471796383, 'outOfRailVelocity': 17.521792307594428, 'apogeeTime': 14.380146132023, 'apogeeAltitude': 750.4290430408398, 'apogeeX': 78.29685608030185, 'apogeeY': 110.71750987398619, 'impactTime': 61.741827303161514, 'impactX': 343.8294807354473, 'impactY': -7.214597673983081, 'impactVelocity': -16.11821053437551, 'initialStaticMargin': 1.5389524100105878, 'outOfRailStaticMargin': 1.7025218979232135, 'finalStaticMargin': 2.570425393917424, 'numberOfEvents': 1, 'maxVelocity': 110.63312542851808, 'drogueTriggerTime': 13.466666666666669, 'drogueInflatedTime': 15.857656040815172, 'drogueInflatedVelocity': 17.097221025426258}
{'outOfRailTime': 0.792524710894777, 'outOfRailVelocity': 28.3626862499201, 'apogeeTime': 13.750888128569123, 'apogeeAltitude': 848.7373706614605, 'apogeeX': 129.46167292991052, 'apogeeY': 99.34889563865794, 'impactTime': 65.27490372548513, 'impactX': 451.94515699032667, 'impactY': -45.525722968548735, 'impactVelocity': -17.140680524941715, 'initialStaticMargin': 1.6211919605891256, 'outOfRailStaticMargin': 1.8169411956364176, 'finalStaticMargin': 2.590037813313351, 'numberOfEvents': 1, 'maxVelocity': 130.1500923297602, 'drogueTriggerTime': 12.714285714285715, 'drogueInflatedTime': 14.332238085134458, 'drogueInflatedVelocity': 12.917266219499568}
{'outOfRailTime': 0.8754710266187945, 'outOfRailVelocity': 26.38791915244246, 'apogeeTime': 13.987475206459376, 'apogeeAltitude': 857.1457621467678, 'apogeeX': 143.15014915511267, 'apogeeY': 124.16093319916601, 'impactTime': 62.991750512240436, 'impactX': 460.3566362183979, 'impactY': 4.159901328256051, 'impactVelocity': -18.277986344095606, 'initialStaticMargin': 1.7944532729892406, 'outOfRailStaticMargin': 1.9933389499756968, 'finalStaticMargin': 2.8469832892296902, 'numberOfEvents': 1, 'maxVelocity': 129.71051132468853, 'drogueTriggerTime': 12.933333333333335, 'drogueInflatedTime': 14.745651751061065, 'drogueInflatedVelocity': 15.200532094575887}
{'outOfRailTime': 1.141056004450498, 'outOfRailVelocity': 21.628783598613914, 'apogeeTime': 13.924261757242537, 'apogeeAltitude': 786.2980834328571, 'apogeeX': 108.5185502138803, 'apogeeY': 106.50990137491118, 'impactTime': 62.44998445910773, 'impactX': 399.12509865723604, 'impactY': -20.157684223483553, 'impactVelocity': -16.75700048399947, 'initialStaticMargin': 1.3584988235668798, 'outOfRailStaticMargin': 1.5372832436409538, 'finalStaticMargin': 2.3869789379011044, 'numberOfEvents': 1, 'maxVelocity': 118.89702001095547, 'drogueTriggerTime': 13.057142857142859, 'drogueInflatedTime': 14.846059653550778, 'drogueInflatedVelocity': 14.158129771306195}
{'outOfRailTime': 0.9442702487561419, 'outOfRailVelocity': 24.888049669247454, 'apogeeTime': 13.885012704162023, 'apogeeAltitude': 829.2628928707568, 'apogeeX': 91.02974685278991, 'apogeeY': 95.86142412916357, 'impactTime': 65.27645280174484, 'impactX': 393.4332269852852, 'impactY': -49.366658476104206, 'impactVelocity': -16.75787050332082, 'initialStaticMargin': 2.076941997597618, 'outOfRailStaticMargin': 2.2536621214871184, 'finalStaticMargin': 3.0212414748162306, 'numberOfEvents': 1, 'maxVelocity': 125.55385394054984, 'drogueTriggerTime': 12.752380952380953, 'drogueInflatedTime': 14.486858733892852, 'drogueInflatedVelocity': 11.122737240042929}
{'outOfRailTime': 0.8493030327573613, 'outOfRailVelocity': 26.994823918237092, 'apogeeTime': 14.024658821358894, 'apogeeAltitude': 867.686225702065, 'apogeeX': 88.76257581252202, 'apogeeY': 77.73863263201558, 'impactTime': 66.51831043204793, 'impactX': 397.8887302793437, 'impactY': -81.49974339285305, 'impactVelocity': -16.85666754480008, 'initialStaticMargin': 1.913272435770263, 'outOfRailStaticMargin': 2.1063952595902853, 'finalStaticMargin': 2.9111678347516032, 'numberOfEvents': 1, 'maxVelocity': 129.95819563017585, 'drogueTriggerTime': 13.133333333333335, 'drogueInflatedTime': 15.182774831176552, 'drogueInflatedVelocity': 13.848393573431528}
{'outOfRailTime': 1.3916594734153103, 'outOfRailVelocity': 18.894360965478572, 'apogeeTime': 14.504676770714541, 'apogeeAltitude': 794.9879547801215, 'apogeeX': 78.69592502189025, 'apogeeY': 113.5934554258755, 'impactTime': 63.753656238972034, 'impactX': 361.7905758753306, 'impactY': -11.596251173879097, 'impactVelocity': -17.0673735801966, 'initialStaticMargin': 2.5575050322699338, 'outOfRailStaticMargin': 2.7156799252404116, 'finalStaticMargin': 3.5288720282530495, 'numberOfEvents': 1, 'maxVelocity': 115.3588343722137, 'drogueTriggerTime': 13.600000000000001, 'drogueInflatedTime': 14.739558614744906, 'drogueInflatedVelocity': 10.424732407305292}
{'outOfRailTime': 1.007930442647986, 'outOfRailVelocity': 23.855180671065902, 'apogeeTime': 14.176665205006595, 'apogeeAltitude': 853.6093712564011, 'apogeeX': 135.68487264532894, 'apogeeY': 110.06960747910804, 'impactTime': 63.40173636494946, 'impactX': 451.3862386843462, 'impactY': -16.32465365312543, 'impactVelocity': -18.299863119149954, 'initialStaticMargin': 1.766495862496573, 'outOfRailStaticMargin': 1.93555585659974, 'finalStaticMargin': 2.7162178513317765, 'numberOfEvents': 1, 'maxVelocity': 127.13654969325962, 'drogueTriggerTime': 13.085714285714287, 'drogueInflatedTime': 14.575629150887373, 'drogueInflatedVelocity': 13.00058946657404}
